Violation ID,Timestamp,Location,Violation Type,Vehicle Type,Severity
VIO-007980,2025-08-31 15:10:31,"14.4027,7.8488",Red Light,Bus,4
VIO-007981,2025-11-11 17:19:54,"38.7210,-84.1933",Illegal Parking,Truck,4
VIO-007982,2025_07_10 11:16:35,"68.3008,101.2751",Illegal Parking,Truck,5
VIO-007983,2025-03-02 05:19:51,"32.1532,-127.4486",Red Light,Bus,2
VIO-007984,2025-08-05 15:05:04,"65.6413,-121.6062",Red Light,Bus,5
VIO-007985,2025-03-27 11:27:19,"18.3275,-174.1165",Illegal Parking,Sedan,3
VIO-007986,2025-08-09 09:55:59,"11.6641,39.1878",Illegal Parking,Truck,4
VIO-007987,2024-11-28 08:09:49,"5.7927,64.5066",No Signal,Van,3
VIO-007988,2025-07-08 20:01:45,"-14.5029,-117.6650",no signal,Motorcycle,1
VIO-007989,N/A,"88.8153,-128.5542",Red Light,Motorcycle,5
VIO-007990,2025/25/08 00:46:37,"46.5230,-115.1222",No Signal,Motorcycle,4
VIO-007991,2025-07-11 19:40:13,"51.0218,140.2270",Speeding,Sedan,2
VIO-007992,01/02/25 00:32,"-42.5010,-111.0649",Red Light,Van,5
VIO-007993,2025-01-14 10:23:47,"-24.7589,-123.3082",Illegal Turn,Bus,3
VIO-007994,2025-06-07 14:16:00,"-85.6659,59.2803",Red Light,Van,2
VIO-007995,2024-12-27 21:30:13,"-22.7991,168.3107",Speeding,Sedan,1
VIO-007996,2024-12-13 20:20:20,"74.9034,-162.7973",Speeding,Sedan,4
VIO-007997,2025_03_05 00:56:18,"-35.6616,-142.3722",Illegal Parking,Truck,
VIO-007998,2025-01-19 01:47:15,"-39.0811,-61.3603",Red Light,Truck,
VIO-007999,2025-10-06 02:39:52,"-86.1822,-64.9679",Red Light,Motorcycle,4
VIO-008000,2025-01-24 05:55:05,"-49.8191,49.5039",Illegal Parking,Truck,1
VIO-008001,2024-12-07 01:48:35,"-41.6645,-121.8400",Red Light,Motorcycle,5
VIO-008002,2025-06-17 20:30:35,"25.4421,-90.7001",Illegal Turn,Bus,4
VIO-008003,2025-10-07 04:35:32,"-63.3374,175.1217",Illegal Turn,Sedan,3
VIO-008004,2025-05-27 01:29:59,"47.2065,-53.9296",Illegal Parking,Bus,2
VIO-008005,2025-01-24 05:32:37,"-12.0274,22.7207",Illegal Parking,Truck,2
VIO-008006,2026-Oct-30 11:00:00,"-80.0515,-43.5372",Illegal Parking,Motorcycle,2
VIO-008007,2025-10-06 23:40:33,"39.1718,13.1725",Red Light,Bus,2
VIO-008008,2025-08-02 00:41:19,"-27.4947,171.8111",Speeding,Sedan,4
VIO-008009,2025-09-06 00:45:17,"-88.6144,39.8756",Red Light,Motorcycle,2
VIO-008010,2025-08-18 05:58:48,"86.7369,121.0344",No Signal,Truck,2
VIO-008011,2025-10-19 14:13:14,"-79.0741,-92.5167",No Signal,Motorcycle,5
VIO-008012,2025-04-05 00:13:36,"-27.5167,-160.9336",Red Light,Van,5
VIO-008013,2025-02-12 06:32:19,"-17.2034,63.9271",Illegal Turn,Sedan,1
VIO-008014,2025-01-22 07:10:28,"-5.8774,129.6773",Illegal Turn,Truck,2
VIO-008015,2025-09-23 03:26:43,"2.9811,87.0623",No Signal,Van,5
VIO-008016,2024-12-31 01:12:29,"-80.9541,167.2536",No Signal,Bus,3
VIO-008017,2024-11-19 12:30:05,"89.2099,-45.7694",Red Light,Bus,5
VIO-008018,2025-05-18 04:46:16,"-63.1396,142.0293",Illegal Parking,Sedan,2
VIO-008019,2025-01-13 06:08:17,"8.8696,95.9954",Red Light,Truck,4
VIO-008020,2025-09-05 09:31:30,"27.0809,69.9094",Red Light,Van,
VIO-008021,2025-02-28 15:48:30,"-37.6998,-179.1786",Speeding,Sedan,3
VIO-008022,2025-06-28 18:56:29,"47.3156,34.2747",No Signal,Truck,4
VIO-008023,2025-07-25 20:39:26,,No Signal,Truck,1
VIO-008024,2025-04-26 01:51:19,"-87.2611,109.7817",Illegal Parking,Bus,3
VIO-008025,2025-06-15 11:14:03,"42.9106,-108.9691",No Signal,Sedan,
VIO-008026,2025-08-07 12:57:17,"10.8752,30.0362",No Signal,Truck,3
VIO-008027,2025-08-16 11:41:05,"-24.8445,102.0614",Red Light,Truck,1
VIO-008028,2025_01_02 21:35:42,"89.6902,-25.4725",No Signal,Sedan,4
VIO-008029,2025-08-05 09:38:48,"65.2404,-111.6335",Speeding,Truck,2
VIO-008030,2024-12-20 04:52:23,"29.1952,-178.3121",No Signal,Van,2
VIO-008031,2025-11-07 04:29:54,"-29.3970,123.2558",Illegal Turn,Motorcycle,3
VIO-008032,2026-Oct-30 11:00:00,"66.8279,84.4682",Red Light,Motorcycle,4
VIO-008033,2025-08-22 21:17:40,"-58.5587,-135.3690",Red Light,Motorcycle,LOW
VIO-008034,2024-11-15 23:32:21,"19.4032,162.7099",Speeding,Truck,4
VIO-008035,2025-05-07 20:38:26,,Illegal Parking,Truck,3
VIO-008036,2026-Oct-30 11:00:00,"-41.8119,-23.5477",Illegal Parking,Motorcycle,3
VIO-008037,2024-11-16 05:37:10,"-81.0077,-108.2945",Illegal Parking,Motorcycle,4
VIO-008038,2025-06-25 14:20:29,"-50.5025,120.1504",Illegal Parking,Motorcycle,5
VIO-008039,2025-02-03 12:19:42,"-53.8938,-16.3863",Illegal Parking,Sedan,3
VIO-008040,N/A,"-50.3015,-123.9458",Illegal Parking,Van,5
VIO-008041,2025-11-11 10:31:13,"-56.4900,34.7029",Red Light,Van,3
VIO-008042,2025-08-10 01:46:57,"15.2779,-43.0313",Illegal Parking,Sedan,4
VIO-008043,2025-04-02 04:56:14,"-12.5665,104.9998",Illegal Turn,Motorcycle,
VIO-008044,2025-04-28 21:05:20,"-44.6295,-96.5615",Illegal Turn,Bus,5
VIO-008045,2025-06-08 03:56:21,,No Signal,Motorcycle,1
VIO-008046,2024/14/11 10:07:48,"31.9986,24.3696",No Signal,Van,4
VIO-008047,2025-04-25 15:29:41,"56.8123,-123.5268",Illegal Turn,Bus,5
VIO-008048,2025-06-15 01:00:19,"51.1987,-115.7464",Red Light,Van,1
VIO-008049,2025_02_14 09:15:35,"-47.2296,36.9681",Illegal Parking,Truck,2
VIO-008050,2025-05-19 14:13:28,"-20.3962,-66.0363",Speeding,Truck,1
VIO-008051,2025/17/09 05:39:55,"-82.6866,88.9336",No Signal,Bus,5
VIO-008052,2025-02-09 10:36:12,"89.6992,73.3429",speeding,Sedan,3
VIO-008053,2025-09-27 19:55:20,"88.5809,-103.4377",No Signal,Sedan,1
VIO-008054,2025-04-24 09:30:45,"46.2791,-68.9864",Speeding,Sedan,4
VIO-008055,2025-10-09 15:17:48,"-31.6795,70.5407",Illegal Turn,Van,5
VIO-008056,2025-10-27 04:43:20,"58.4967,-9.4431",No Signal,Van,5
VIO-008057,2024-11-19 06:29:31,"20.5202,-13.5907",Illegal Turn,Van,3
VIO-008058,2025-09-25 19:53:29,"-40.7164,66.1844",Speeding,Truck,4
VIO-008059,2025-02-21 09:49:41,"83.8524,-126.0996",Speeding,Van,LOW
VIO-008060,2024-12-15 12:41:09,"25.0996,103.8915",Illegal Parking,Bus,2
VIO-008061,2025-06-18 16:21:12,"-51.8242,51.2300",Illegal Parking,Motorcycle,3
VIO-008062,2025-05-16 14:35:00,"-48.8388,-20.2831",Red Light,Van,1
VIO-008063,2024-12-01 20:15:56,"-30.8728,-135.5598",Illegal Parking,Bus,3
VIO-008064,2025-02-23 07:29:07,"48.2910,-96.9883",Illegal Parking,Bus,HIGH
VIO-008065,2025-03-06 16:18:56,"-57.5984,9.2983",Illegal Turn,Van,1
VIO-008066,2024-11-19 02:12:45,"-74.6542,167.6362",Illegal Turn,Van,4
VIO-008067,2025-02-23 04:02:53,"52.3099,-85.3585",Illegal Parking,Sedan,2
VIO-008068,2025/17/10 01:22:15,"24.6517,-160.9387",Speeding,Sedan,1
VIO-008069,2024-11-13 09:57:48,"89.1603,-30.2784",Red Light,Bus,1
VIO-008070,2025-07-06 06:31:26,"63.6464,158.6220",Speeding,Sedan,3
VIO-008071,2024-11-15 05:48:27,"27.2253,19.3733",No Signal,Bus,3
VIO-008072,2025-03-18 19:50:18,"71.6003,-174.1003",Illegal Parking,Van,4
VIO-008073,2025-07-20 13:00:58,"85.5685,-109.1755",No Signal,Bus,1
VIO-008074,2025-08-12 05:44:19,"82.4223,20.1167",Red Light,Bus,1
VIO-008075,2025-08-18 08:10:41,"-78.9912,36.6799",Illegal Turn,Bus,3
VIO-008076,2025-01-29 10:28:39,"22.5847,170.4244",Red Light,Sedan,3
VIO-008077,2024-11-21 12:52:24,"-74.5266,61.0274",Illegal Turn,Bus,1
VIO-008078,2024-11-15 07:34:07,"73.3531,-84.5193",No Signal,Truck,2
VIO-008079,2025-10-02 22:53:10,"32.1757,90.6833",Illegal Parking,Sedan,4
VIO-008080,2025-03-06 10:52:56,"-17.8029,118.6434",No Signal,Motorcycle,1
VIO-008081,2025-05-01 13:42:17,"72.7892,161.9152",Speeding,Sedan,3
VIO-008082,2026-Oct-30 11:00:00,"31.0722,96.8048",Speeding,Bus,LOW
VIO-008083,2025-09-19 23:09:38,"-66.7522,-41.1594",Red Light,Truck,
VIO-008084,2025-03-10 06:16:44,"-36.5271,61.4388",Illegal Parking,Sedan,HIGH
VIO-008085,2026-Oct-30 11:00:00,"32.9253,-64.2473",Illegal Parking,Bus,
VIO-008086,2025-01-01 15:01:37,"83.6121,7.4831",Illegal Parking,Bus,LOW
VIO-008087,2025-06-18 00:50:22,"87.5376,82.6758",Speeding,Van,3
VIO-008088,2025-03-19 10:06:39,"-21.6295,-154.4282",Illegal Parking,Sedan,3
VIO-008089,2025-06-09 18:00:05,,Red Light,Motorcycle,1
VIO-008090,2025-08-24 20:29:24,"-32.5146,-91.0588",Speeding,Van,2
VIO-008091,2024-12-21 04:06:21,"-89.4614,-94.5732",Illegal Turn,Bus,
VIO-008092,2025-01-19 18:36:00,"-44.3258,-55.2485",Illegal Parking,Sedan,2
VIO-008093,2025-07-25 17:25:58,"53.2647,-20.6931",Speeding,Van,1
VIO-008094,2025-07-11 12:37:40,"-41.1590,-110.4552",Illegal Parking,Sedan,4
VIO-008095,2025-08-19 13:14:00,"-56.5293,55.5015",Illegal Parking,Bus,1
VIO-008096,2025-05-31 09:54:46,"87.3821,94.2453",no signal,Sedan,5
VIO-008097,2025_02_17 10:19:32,"85.4897,142.1462",Illegal Turn,Van,2
VIO-008098,2025-02-22 23:44:53,"56.1435,-42.4265",Red Light,Truck,1
VIO-008099,2025-06-15 10:35:33,"24.4902,62.4010",No Signal,Bus,
VIO-008100,2025_03_18 18:41:20,"-51.9887,155.5860",Illegal Parking,Sedan,2
VIO-008101,2025-03-14 00:20:30,"2.0177,-159.8830",No Signal,Van,5
VIO-008102,2025-08-01 08:08:32,"68.6859,161.2640",Illegal Parking,Bus,5
VIO-008103,2025-07-08 10:18:55,"-49.1441,-0.8691",Illegal Turn,Van,4
VIO-008104,2025-05-02 17:28:07,"-5.8376,176.0094",Speeding,Sedan,5
VIO-008105,2025-06-14 03:25:38,"49.8183,-121.2730",No Signal,Motorcycle,5
VIO-008106,2026-Oct-30 11:00:00,"36.4682,-154.8106",No Signal,Van,2
VIO-008107,2025-09-16 05:50:19,"-74.1184,-7.2314",Red Light,Truck,3
VIO-008108,2025-08-17 23:46:11,"-46.9152,13.2334",Speeding,Truck,
VIO-008109,2025-03-30 17:30:35,"-82.7883,-171.1086",Speeding,Bus,3
VIO-008110,2025-07-25 04:39:37,"-58.6760,63.0592",Speeding,Van,2
VIO-008111,N/A,"16.1634,155.8882",Red Light,Sedan,1
VIO-008112,2025-01-12 06:47:12,"12.5180,126.6064",Red Light,Truck,4
VIO-008113,2025-07-29 05:09:47,"72.8670,-94.1320",Illegal Turn,Bus,1
VIO-008114,2025-03-05 02:25:18,"0.5873,179.0691",Red Light,Sedan,
VIO-008115,2025-03-07 10:30:58,"88.8129,156.4086",No Signal,Sedan,5
VIO-008116,2025-06-18 21:33:14,"-61.4898,-134.8464",Illegal Turn,Bus,1
VIO-008117,2025-06-11 15:02:14,"-42.1045,-94.6893",Red Light,Bus,4
VIO-008118,2025-06-16 16:20:13,"65.2712,-44.3620",Red Light,Motorcycle,3
VIO-008119,2025-07-22 07:24:59,"72.4466,73.7804",No Signal,Sedan,4
VIO-008120,2025_10_18 14:46:49,"-7.2545,-136.9035",Red Light,Sedan,5
VIO-008121,2025-06-22 23:22:47,"18.6697,151.2726",Illegal Parking,Truck,1
VIO-008122,2025-10-24 19:42:09,,no signal,Motorcycle,1
VIO-008123,2025-11-02 12:15:31,"43.9430,-139.2902",Illegal Turn,Van,5
VIO-008124,2025-02-05 11:40:10,"66.3927,-84.2975",No Signal,Bus,3
VIO-008125,2025-10-04 06:56:55,"77.0127,-128.9112",Illegal Turn,Motorcycle,2
VIO-008126,2024-11-21 13:35:50,"25.3090,136.5363",Speeding,Truck,4
VIO-008127,2025_06_09 12:01:21,"89.5063,46.5202",Illegal Parking,Bus,2
VIO-008128,2025-04-05 06:58:05,"71.4649,82.4101",Speeding,Van,3
VIO-008129,2025-04-20 15:25:33,"-49.3385,61.6812",Red Light,Bus,2
VIO-008130,2025-09-27 16:51:50,"13.3521,-20.3584",Speeding,Bus,4
VIO-008131,2025-10-24 08:25:07,"21.0339,-115.5415",Speeding,Truck,5
VIO-008132,2025-11-02 10:19:09,"-9.0720,-143.3305",Illegal Parking,Motorcycle,5
VIO-008133,2025-05-21 04:12:19,"-38.4217,45.6226",Illegal Turn,Bus,5
VIO-008134,2025-06-01 15:11:47,"40.2295,162.9516",Speeding,Motorcycle,3
VIO-008135,2025-10-12 22:20:42,"84.8141,127.5991",Illegal Parking,Sedan,5
VIO-008136,2025-09-19 10:44:51,"-24.8054,-136.5124",Red Light,Van,4
VIO-008137,2025-09-30 22:45:54,"1.3049,168.1876",No Signal,Motorcycle,1
VIO-008138,N/A,"37.9581,-66.5099",illegal parking,Bus,3
VIO-008139,2025-06-29 20:41:46,"29.3052,-161.6439",No Signal,Sedan,4
VIO-008140,2025-06-23 11:14:32,"-76.8664,-52.7690",Red Light,Motorcycle,2
VIO-008141,2025-09-26 22:04:46,"32.0080,-103.2398",Red Light,Truck,5
VIO-008142,2025-01-16 19:24:23,"21.0831,-1.4160",Red Light,Sedan,5
VIO-008143,2024-12-04 09:06:00,"45.2654,67.2703",Speeding,Bus,2
VIO-008144,2025-11-08 05:45:36,,No Signal,Bus,4
VIO-008145,2024-12-23 19:06:59,"-87.9400,77.6079",Illegal Parking,Sedan,
VIO-008146,2025-07-11 06:11:00,"-12.0028,-73.2933",No Signal,Truck,HIGH
VIO-008147,2025-03-12 03:33:50,"-65.8821,-52.8595",Illegal Turn,Sedan,
VIO-008148,2025_06_16 18:25:58,"-72.3364,105.3161",Illegal Parking,Van,
VIO-008149,2024-12-31 03:54:46,"-61.5733,73.2685",Speeding,Sedan,3
VIO-008150,2025-06-10 11:53:32,"22.0920,-172.0591",illegal parking,Truck,5
VIO-008151,2024-12-17 22:22:16,"89.9082,-84.8401",Illegal Parking,Motorcycle,4
VIO-008152,2025-07-11 03:31:18,"-5.9138,-121.6056",Illegal Parking,Sedan,1
VIO-008153,2025-05-05 08:02:05,"-32.0154,-37.1541",Red Light,Truck,3
VIO-008154,2025-04-04 08:53:13,"-36.2298,26.0855",Illegal Parking,Motorcycle,2
VIO-008155,2024-12-20 00:43:25,"37.8565,151.4511",Illegal Parking,Sedan,2
VIO-008156,2025-06-14 02:28:22,"40.4124,73.0385",Red Light,Bus,4
VIO-008157,2025-02-06 03:01:12,"3.8701,150.8544",Red Light,Motorcycle,2
VIO-008158,2025-09-21 22:52:53,"-88.6714,149.2465",Illegal Parking,Sedan,3
VIO-008159,2025-01-05 18:07:41,"77.0534,-168.0196",Red Light,Sedan,4
VIO-008160,2025-02-13 05:37:36,"86.8624,-138.6735",Speeding,Truck,1
VIO-008161,2024-12-28 06:43:09,"1.9629,-173.4021",Illegal Turn,Truck,1
VIO-008162,2025-04-18 12:09:42,"22.9291,89.8726",Illegal Turn,Van,5
VIO-008163,08/17/25 10:29,"-53.8551,142.4922",Illegal Parking,Sedan,5
VIO-008164,2025-05-13 06:46:20,"42.3758,101.2377",No Signal,Motorcycle,1
VIO-008165,2025-10-27 05:55:40,"-9.0467,-135.4256",Illegal Parking,Sedan,LOW
VIO-008166,2024-11-22 05:53:47,"47.8655,160.4585",No Signal,Sedan,5
VIO-008167,2025-03-17 04:29:35,"-3.7881,106.8288",Illegal Turn,Sedan,3
VIO-008168,2025-02-03 14:15:58,"-42.5781,-10.4398",Illegal Parking,Sedan,1
VIO-008169,2026-Oct-30 11:00:00,"-2.5859,125.6220",Illegal Parking,Motorcycle,3
VIO-008170,2025-05-21 22:10:00,"20.8398,80.2301",Red Light,Bus,3
VIO-008171,2024-11-19 11:11:22,"26.6931,-63.1049",Illegal Parking,Van,5
VIO-008172,2025-07-08 18:49:56,"62.8170,-125.6268",Red Light,Van,2
VIO-008173,2025-06-09 11:03:58,"-9.6963,126.3117",Red Light,Bus,3
VIO-008174,2025-03-06 12:53:15,"-75.0405,28.8169",No Signal,Van,2
VIO-008175,2025-08-27 23:28:16,"20.9784,41.6718",Illegal Turn,Sedan,4
VIO-008176,2025-04-04 23:48:02,"52.5801,177.5645",No Signal,Bus,3
VIO-008177,2025/21/01 00:26:57,"40.9727,122.5007",Illegal Turn,Bus,5
VIO-008178,2025-07-03 00:34:30,"-59.4363,152.8368",Speeding,Truck,4
VIO-008179,2025-04-17 13:31:04,"45.3287,169.2923",Speeding,Van,2
VIO-008180,2024-11-29 13:22:11,"-63.5313,-148.7479",Red Light,Truck,3
VIO-008181,2025-08-19 16:12:45,"-22.9332,-116.4060",Illegal Parking,Bus,4
VIO-008182,2025-06-06 20:04:28,"-84.4660,-163.1600",Red Light,Truck,LOW
VIO-008183,2025_09_01 07:38:25,"-11.8752,66.0695",No Signal,Motorcycle,1
VIO-008184,2025-08-02 17:27:58,"81.3329,132.3805",No Signal,Sedan,3
VIO-008185,2024-11-26 15:12:22,"-82.2758,57.8946",Illegal Parking,Truck,5
VIO-008186,2025-02-08 12:01:43,"-67.3257,134.4577",No Signal,Motorcycle,HIGH
VIO-008187,2024-12-15 13:26:38,"-79.8395,-90.8371",No Signal,Sedan,2
VIO-008188,2025-05-06 19:14:56,"-43.3361,-83.2640",Illegal Turn,Sedan,4
VIO-008189,2024-11-23 18:05:06,"37.4665,-62.0806",No Signal,Van,5
VIO-008190,2025_10_11 21:11:45,"-26.2154,156.6890",red light,Truck,1
VIO-008191,2025_03_22 07:44:39,"-40.3358,-116.5639",Illegal Turn,Sedan,2
VIO-008192,2025-10-13 18:32:05,"-46.8182,-63.7436",Illegal Parking,Sedan,
VIO-008193,2025-10-15 02:25:00,"18.9108,-90.1929",Illegal Turn,Van,
VIO-008194,2024-12-09 09:02:10,"-82.6179,-93.2374",Illegal Parking,Sedan,1
VIO-008195,2025-09-17 18:58:56,"57.0709,-129.0762",Speeding,Truck,1
VIO-008196,2025-04-06 10:13:18,"-4.8094,-8.5668",Red Light,Van,2
VIO-008197,2025-06-28 05:47:55,"-49.8130,-129.7022",Speeding,Bus,1
VIO-008198,2025-11-11 03:45:00,"37.5793,51.6589",No Signal,Sedan,4
VIO-008199,2025-06-22 07:18:06,"2.7328,2.4319",Red Light,Van,2
VIO-008200,2025-08-13 19:39:43,"52.7734,-60.4584",Red Light,Bus,2
VIO-008201,2025-05-05 09:01:03,"-26.8823,-69.1546",Illegal Parking,Truck,4
VIO-008202,2025-06-03 08:01:10,"71.9571,-71.5894",Illegal Parking,Motorcycle,3
VIO-008203,2025-06-08 10:29:51,"-84.2967,-92.6337",illegal turn,Bus,
VIO-008204,2024-12-17 09:14:02,,No Signal,Van,3
VIO-008205,2025-04-12 22:01:08,"-87.6977,114.2872",Illegal Parking,Motorcycle,3
VIO-008206,2025-04-06 19:55:07,"-1.4801,-100.7112",Red Light,Motorcycle,3
VIO-008207,2025-02-18 16:01:54,"-51.2981,144.8572",Red Light,Truck,3
VIO-008208,2025-05-30 17:01:51,"81.8531,-65.2764",Illegal Turn,Truck,3
VIO-008209,2025-04-18 18:12:33,"-31.0711,47.7410",Red Light,Motorcycle,2
VIO-008210,2025-09-26 12:37:00,"8.4539,-94.8829",Speeding,Sedan,3
VIO-008211,2025-04-30 03:32:57,"-15.2254,43.9917",Illegal Turn,Bus,1
VIO-008212,2025_03_04 18:23:58,"27.7388,87.6039",Illegal Turn,Truck,1
VIO-008213,2025/26/05 11:10:34,,Illegal Parking,Truck,1
VIO-008214,2025-06-22 00:04:09,,No Signal,Bus,5
VIO-008215,2025-01-10 15:18:12,"-37.9542,58.3521",Red Light,Van,1
VIO-008216,2024-12-31 19:10:41,"3.2140,120.4637",No Signal,Van,4
VIO-008217,2026-Oct-30 11:00:00,"54.1793,32.8591",Illegal Parking,Truck,5
VIO-008218,2025-02-05 20:37:44,"51.3277,128.7248",Speeding,Van,1
VIO-008219,2025-03-27 22:32:43,"4.9125,119.2689",Speeding,Truck,LOW
VIO-008220,2025-07-10 18:15:43,"-87.4635,-55.7415",No Signal,Sedan,2
VIO-008221,2024-12-04 14:53:42,"-41.8292,99.3615",Red Light,Bus,1
VIO-008222,2025-02-10 06:03:04,"44.4512,-91.5080",No Signal,Van,3
VIO-008223,2025-07-03 04:01:06,,Speeding,Van,2
VIO-008224,08/06/25 17:11,"87.4003,95.9614",no signal,Van,4
VIO-008225,2025-05-11 19:47:20,"10.8112,-123.5927",No Signal,Sedan,1
VIO-008226,2025-08-08 03:00:50,"7.2895,-132.7757",Illegal Parking,Bus,1
VIO-008227,2025-02-20 13:26:06,"11.9624,67.7004",red light,Motorcycle,4
VIO-008228,2025-09-19 17:31:27,"-24.5861,104.5664",Illegal Turn,Motorcycle,4
VIO-008229,2025-07-03 20:12:23,"-38.2085,-82.4500",No Signal,Bus,2
VIO-008230,2025-05-03 03:22:29,"-25.2452,-24.5944",Red Light,Sedan,1
VIO-008231,2025-09-11 14:26:37,"-65.8459,96.3370",Speeding,Bus,5
VIO-008232,2025-07-02 17:27:04,"-24.7568,179.4874",Speeding,Bus,2
VIO-008233,2025-01-19 10:29:53,"-61.9794,158.1837",Red Light,Bus,1
VIO-008234,2025-11-09 15:28:01,"-79.9392,-125.0864",No Signal,Van,2
VIO-008235,2025-11-03 06:00:31,"78.7333,-30.7826",Illegal Turn,Truck,1
VIO-008236,2025-06-25 04:42:54,,Illegal Turn,Truck,3
VIO-008237,2025-04-14 10:18:20,"-7.3116,-80.8260",Illegal Turn,Motorcycle,5
VIO-008238,2025_09_27 06:21:09,"60.5765,-123.4415",Illegal Turn,Truck,4
VIO-008239,2025-08-03 17:39:41,"-39.4208,116.3553",No Signal,Bus,
VIO-008240,2025-03-13 17:45:35,,Illegal Parking,Van,4
VIO-008241,2025-04-24 14:29:00,"18.9076,-136.1714",Speeding,Truck,3
VIO-008242,2025-05-22 10:43:30,"22.0766,152.5819",Illegal Turn,Truck,2
VIO-008243,2025-06-10 20:41:31,"16.3969,-132.6638",No Signal,Truck,1
VIO-008244,2025-03-30 10:56:19,"-23.7248,66.6412",Red Light,Truck,
VIO-008245,2025-08-31 17:51:20,"-24.7488,81.1286",Illegal Turn,Motorcycle,4
VIO-008246,2025-01-10 02:51:35,"59.7568,-144.1628",Speeding,Van,4
VIO-008247,2025-01-11 23:52:39,"-74.7836,-38.6481",Red Light,Sedan,
VIO-008248,2025-09-17 01:06:46,"55.7681,44.4379",No Signal,Van,3
VIO-008249,2025-10-03 13:30:38,"-56.2525,122.1084",Illegal Turn,Sedan,4
VIO-008250,2024-12-26 01:47:00,"87.2718,-151.9707",Illegal Parking,Sedan,
VIO-008251,2025-10-06 07:37:03,"2.4187,80.4199",Red Light,Bus,5
VIO-008252,2024-12-15 01:40:52,"56.4314,-37.8540",Speeding,Motorcycle,1
VIO-008253,2025-08-13 15:22:24,"-58.6015,-142.8068",speeding,Truck,3
VIO-008254,2025-01-02 02:25:08,"-89.3409,-5.4457",Illegal Turn,Sedan,1
VIO-008255,2025-10-06 20:57:39,"-51.4554,-20.6289",Illegal Turn,Sedan,4
VIO-008256,2025-10-26 14:05:52,"-7.2290,25.1541",Illegal Turn,Sedan,5
VIO-008257,2025-01-11 23:35:49,"3.1179,36.3826",illegal turn,Van,2
VIO-008258,2025-04-21 17:02:29,"-81.8109,80.0120",No Signal,Sedan,5
VIO-008259,2025-03-31 12:10:47,,Illegal Parking,Bus,4
VIO-008260,2024-11-22 00:28:51,"-73.5247,8.0477",Speeding,Truck,4
VIO-008261,2025-05-11 18:21:17,"-70.2726,-126.4704",red light,Truck,4
VIO-008262,2025-10-11 16:36:54,"-69.1566,-175.6701",No Signal,Sedan,
VIO-008263,2025-10-01 21:11:29,"17.9411,70.0159",No Signal,Bus,1
VIO-008264,N/A,"-63.6655,-89.6578",Illegal Parking,Motorcycle,3
VIO-008265,2025-10-12 16:53:06,,Illegal Turn,Motorcycle,2
VIO-008266,2025-03-18 00:10:20,"-12.1409,-103.3748",Speeding,Van,1
VIO-008267,2024-12-31 03:19:10,"-57.7375,53.4095",No Signal,Bus,1
VIO-008268,2025-01-06 03:48:14,"-48.4195,-23.5799",Speeding,Motorcycle,1
VIO-008269,2025-06-07 16:41:33,"62.3231,-174.6901",speeding,Van,1
VIO-008270,2025-07-16 22:59:29,"-52.5639,-73.1377",Speeding,Truck,4
VIO-008271,2025-10-28 07:09:11,"11.1426,72.3571",Illegal Turn,Sedan,4
VIO-008272,2025-07-03 21:07:01,"-73.9010,-132.5264",Illegal Turn,Motorcycle,2
VIO-008273,2025-04-14 16:52:05,"70.4935,-60.5910",No Signal,Motorcycle,3
VIO-008274,2025-03-27 13:59:00,"55.0092,-11.8765",No Signal,Sedan,5
VIO-008275,2025-07-06 16:53:41,"33.5275,-87.7584",illegal turn,Van,LOW
VIO-008276,2024-12-07 12:49:51,"11.5326,-34.4845",Illegal Parking,Bus,2
VIO-008277,2025-02-23 19:25:59,"69.8637,75.0200",Red Light,Truck,HIGH
VIO-008278,2025-10-01 05:33:26,"-7.3684,25.8111",Speeding,Motorcycle,5
VIO-008279,2025-09-21 20:37:46,"23.1730,-52.3322",Speeding,Bus,1
VIO-008280,2025-07-16 09:22:39,"-11.8745,-12.4275",Illegal Turn,Truck,4
VIO-008281,2025-04-30 20:31:11,"87.7886,-67.4372",Illegal Parking,Sedan,4
VIO-008282,2025-10-18 00:19:06,"66.8346,-133.6086",Speeding,Van,2
VIO-008283,2025-01-29 02:05:54,"32.0820,-56.1218",Illegal Parking,Sedan,1
VIO-008284,2025-11-06 14:34:43,"15.3669,-35.6440",Illegal Parking,Motorcycle,3
VIO-008285,2025-05-23 18:33:50,"1.6455,56.5489",No Signal,Motorcycle,4
VIO-008286,2025-07-15 14:48:59,"70.7383,70.0954",Illegal Parking,Motorcycle,5
VIO-008287,2025-03-13 09:12:50,"13.7448,-139.5320",Illegal Parking,Bus,5
VIO-008288,2025-05-16 11:47:23,"-30.2675,6.6954",Illegal Turn,Van,4
VIO-008289,2025-10-02 03:12:59,"-61.0699,-179.0838",Speeding,Truck,3
VIO-008290,2026-Oct-30 11:00:00,"41.9360,165.7001",Illegal Turn,Sedan,4
VIO-008291,2025-02-13 16:48:35,"60.6466,82.9480",Illegal Parking,Bus,4
VIO-008292,2025-07-16 02:48:01,,Speeding,Van,1
VIO-008293,2025-01-08 04:29:47,"-18.8498,-134.4886",No Signal,Bus,4
VIO-008294,2025-07-28 13:19:39,"27.3345,178.3804",Illegal Turn,Van,
VIO-008295,2025-08-21 14:17:09,"53.0630,14.0913",Illegal Parking,Bus,3
