Violation ID,Timestamp,Location,Violation Type,Vehicle Type,Severity,Violation_Type_Code
VIO-009198,2025-07-22 15:47:46,"-59.9250,21.3988",SPEEDING,Truck,4.0,3
VIO-009199,2025-02-17 10:15:40,"-41.0142,-154.3674",NO SIGNAL,Van,1.0,2
VIO-009200,2024-10-28 21:23:22,"77.4716,16.7501",SPEEDING,Motorcycle,4.0,3
VIO-009203,2025-02-20 20:34:56,"-59.9654,-63.3500",RED LIGHT,Motorcycle,5.0,5
VIO-009204,2024-11-29 01:16:28,"82.6983,-108.4661",ILLEGAL PARKING,Motorcycle,3.0,1
VIO-009205,2025-06-01 04:41:14,"42.5639,-10.5933",RED LIGHT,Bus,3.0,5
VIO-009206,2025-05-21 15:08:27,"-27.6850,93.6950",ILLEGAL PARKING,Bus,1.0,1
VIO-009207,2025-10-13 12:39:45,"-71.0620,-75.4837",SPEEDING,Truck,5.0,3
VIO-009208,2025-10-07 18:47:32,"-81.0493,-94.8941",RED LIGHT,Bus,1.0,5
VIO-009209,2025-04-02 22:38:24,"60.2541,-84.1487",ILLEGAL TURN,Bus,4.0,4
VIO-009210,2025-04-16 22:01:36,"88.0091,89.2019",NO SIGNAL,Bus,2.0,2
VIO-009211,2025-07-21 05:31:41,"-1.4537,-151.7775",SPEEDING,Bus,4.0,3
VIO-009212,2025-04-08 05:49:07,"-65.8988,-163.9691",SPEEDING,Motorcycle,5.0,3
VIO-009213,2025-01-24 23:34:02,"-80.5585,3.1581",NO SIGNAL,Van,4.0,2
VIO-009214,2025-08-09 12:19:50,"-73.2092,14.3539",NO SIGNAL,Van,1.0,2
VIO-009215,2025-03-26 07:32:53,"54.7759,178.8181",RED LIGHT,Motorcycle,1.0,5
VIO-009216,2024-11-13 16:16:31,"-29.0212,178.8093",RED LIGHT,Sedan,5.0,5
VIO-009217,2024-11-03 06:59:23,"-26.4331,93.2929",ILLEGAL TURN,Motorcycle,1.0,4
VIO-009218,2024-12-16 17:02:32,UNKNOWN,NO SIGNAL,Truck,2.0,2
VIO-009219,2025-03-26 14:37:17,"-8.2106,-109.0220",NO SIGNAL,Van,1.0,2
VIO-009221,2025-03-12 18:25:44,"-67.6321,-161.9018",NO SIGNAL,Van,5.0,2
VIO-009222,2025-03-12 01:11:38,"-53.3585,49.3972",ILLEGAL PARKING,Sedan,4.0,1
VIO-009225,2025-02-13 06:02:39,"-34.1296,-55.0862",SPEEDING,Bus,3.0,3
VIO-009226,2025-05-29 23:26:06,"-60.9503,-164.0619",ILLEGAL PARKING,Van,1.0,1
VIO-009227,2024-11-01 10:14:00,"13.5206,-122.4903",SPEEDING,Motorcycle,2.0,3
VIO-009228,2025-03-11 21:19:51,"37.8880,150.9928",ILLEGAL TURN,Sedan,5.0,4
VIO-009229,2025-04-15 14:56:41,"73.6248,91.4036",ILLEGAL TURN,Truck,1.0,4
VIO-009230,2025-08-02 02:46:54,"-47.7942,-168.1800",ILLEGAL TURN,Truck,1.0,4
VIO-009231,2025-06-29 23:58:13,"-88.4252,45.6053",ILLEGAL PARKING,Truck,4.0,1
VIO-009232,2025-02-24 09:29:58,"61.0859,131.7884",ILLEGAL PARKING,Motorcycle,1.0,1
VIO-009233,2025-06-11 01:14:23,"85.9014,-65.8478",ILLEGAL PARKING,Van,3.0,1
VIO-009234,2025-07-14 10:39:12,"2.0955,-49.3489",ILLEGAL TURN,Bus,4.0,4
VIO-009235,2025-03-05 03:43:14,"-48.0091,-115.8970",RED LIGHT,Motorcycle,3.0,5
VIO-009237,2025-01-31 03:58:54,"2.4127,151.2105",RED LIGHT,Truck,5.0,5
VIO-009238,2024-12-03 08:07:00,"-46.0705,-131.9122",NO SIGNAL,Motorcycle,2.0,2
VIO-009239,2025-01-20 18:40:25,"29.1357,121.8885",ILLEGAL PARKING,Van,5.0,1
VIO-009240,2025-05-12 12:39:26,"5.1303,84.6227",ILLEGAL TURN,Motorcycle,1.0,4
VIO-009241,2025-02-01 20:43:23,"-7.0649,-150.3009",NO SIGNAL,Truck,1.0,2
VIO-009242,2025-09-21 06:06:00,"55.3747,80.1852",NO SIGNAL,Sedan,2.0,2
VIO-009243,2025-07-22 04:21:23,"84.9459,162.6432",ILLEGAL PARKING,Van,1.0,1
VIO-009244,2025-03-31 08:57:17,"32.5758,1.8247",SPEEDING,Truck,3.0,3
VIO-009245,2025-10-04 16:45:45,"86.8422,-8.0425",SPEEDING,Truck,1.0,3
VIO-009246,2025-06-30 11:12:11,"17.2502,-176.8899",RED LIGHT,Van,3.0,5
VIO-009247,2025-07-27 23:15:32,"-46.7951,152.1551",ILLEGAL TURN,Van,4.0,4
VIO-009248,2025-01-11 04:47:33,"85.1998,-139.5052",ILLEGAL TURN,Motorcycle,4.0,4
VIO-009249,2025-01-25 03:01:15,"43.5884,60.5581",RED LIGHT,Motorcycle,1.0,5
VIO-009250,2025-08-17 10:26:38,"18.4157,-153.7575",ILLEGAL TURN,Truck,4.0,4
VIO-009251,2025-01-02 14:42:39,UNKNOWN,NO SIGNAL,Sedan,5.0,2
VIO-009252,2025-01-11 15:32:20,"-23.9705,80.3690",NO SIGNAL,Sedan,4.0,2
VIO-009253,2025-03-12 10:19:30,"30.4468,-155.0545",ILLEGAL TURN,Sedan,5.0,4
VIO-009255,2025-07-20 16:34:32,"60.1894,-25.4378",RED LIGHT,Sedan,2.0,5
VIO-009256,2025-08-10 10:19:57,"87.1941,45.7050",ILLEGAL TURN,Motorcycle,5.0,4
VIO-009257,2025-02-10 06:40:01,"-80.0776,80.9434",RED LIGHT,Motorcycle,2.0,5
VIO-009258,2025-01-13 18:51:45,"12.6768,-142.0716",SPEEDING,Sedan,3.0,3
VIO-009259,2025-02-28 23:24:16,"79.0308,85.0704",ILLEGAL PARKING,Sedan,3.0,1
VIO-009260,2025-09-29 10:59:11,"79.9191,49.5278",RED LIGHT,Sedan,3.0,5
VIO-009262,2025-09-16 05:49:56,"8.0253,103.7505",ILLEGAL PARKING,Truck,3.0,1
VIO-009263,2025-06-27 05:21:55,"-49.2557,117.5049",ILLEGAL PARKING,Bus,1.0,1
VIO-009264,2024-11-19 04:19:00,UNKNOWN,ILLEGAL PARKING,Bus,4.0,1
VIO-009265,2026-10-30 11:00:00,"22.6857,-95.9927",ILLEGAL PARKING,Sedan,2.0,1
VIO-009266,2025-10-13 17:26:05,"-62.4341,136.1528",NO SIGNAL,Truck,3.0,2
VIO-009267,2026-10-30 11:00:00,"39.8462,-7.7865",NO SIGNAL,Bus,2.0,2
VIO-009268,2025-08-13 10:00:48,"4.0899,-15.9341",SPEEDING,Sedan,5.0,3
VIO-009269,2025-01-24 08:25:42,"-23.2335,-154.4260",ILLEGAL TURN,Truck,3.0,4
VIO-009270,2024-11-09 13:34:47,"-73.5351,106.5140",ILLEGAL TURN,Truck,4.0,4
VIO-009271,2025-03-19 10:30:23,UNKNOWN,NO SIGNAL,Motorcycle,1.0,2
VIO-009272,2025-09-06 01:35:32,"-23.8060,8.5183",SPEEDING,Motorcycle,1.0,3
VIO-009273,2025-03-29 22:44:30,"-80.2644,29.1456",SPEEDING,Sedan,1.0,3
VIO-009274,2025-09-06 11:34:58,"57.9537,144.2459",ILLEGAL TURN,Bus,4.0,4
VIO-009275,2025-02-01 11:55:51,"73.1661,88.7224",SPEEDING,Bus,2.0,3
VIO-009276,2025-01-17 09:48:42,"6.8902,-99.6893",ILLEGAL TURN,Bus,4.0,4
VIO-009277,2025-02-28 20:37:43,"73.4150,172.4429",NO SIGNAL,Sedan,1.0,2
VIO-009279,2025-03-08 08:52:16,"81.7175,57.5970",RED LIGHT,Van,4.0,5
VIO-009280,2025-05-27 13:35:10,"75.3711,-18.0204",NO SIGNAL,Truck,3.0,2
VIO-009281,2024-11-08 14:22:10,"4.9638,49.4426",NO SIGNAL,Bus,5.0,2
VIO-009282,2025-10-03 13:12:03,"-41.7203,-85.6430",SPEEDING,Sedan,1.0,3
VIO-009284,2025-04-27 10:38:25,"-15.0852,75.3345",RED LIGHT,Van,3.0,5
VIO-009285,2026-10-30 11:00:00,"-49.0461,-91.1038",ILLEGAL PARKING,Sedan,5.0,1
VIO-009286,2025-08-01 15:32:52,"68.1730,108.3639",ILLEGAL TURN,Sedan,3.0,4
VIO-009287,2025-09-28 17:55:33,"-29.0352,-85.8570",SPEEDING,Van,2.0,3
VIO-009288,2025-06-13 21:54:50,UNKNOWN,SPEEDING,Motorcycle,5.0,3
VIO-009289,2025-08-18 13:15:00,"30.4175,-115.3501",SPEEDING,Bus,3.0,3
VIO-009290,2025-06-22 00:37:52,"10.7966,24.6200",SPEEDING,Motorcycle,1.0,3
VIO-009291,2025-03-30 00:42:14,"75.3982,-174.7368",ILLEGAL PARKING,Bus,1.0,1
VIO-009292,2024-12-08 05:17:56,"66.5532,-160.8563",RED LIGHT,Van,2.0,5
VIO-009293,2025-07-08 23:13:57,"-75.2884,116.0546",ILLEGAL PARKING,Van,1.0,1
VIO-009294,2025-03-23 21:35:49,"-40.0335,-137.3762",ILLEGAL PARKING,Van,1.0,1
VIO-009296,2025-01-06 16:09:49,"-21.5568,106.7005",NO SIGNAL,Bus,2.0,2
VIO-009298,2025-06-12 10:31:34,"64.1377,-34.6373",RED LIGHT,Bus,1.0,5
VIO-009299,2025-05-21 22:33:55,"-47.7825,-139.1485",RED LIGHT,Van,5.0,5
VIO-009300,2025-09-08 08:41:23,"83.4999,81.5360",RED LIGHT,Truck,2.0,5
VIO-009301,2025-09-18 02:50:34,"41.9430,93.9208",SPEEDING,Truck,5.0,3
VIO-009302,2025-02-09 23:56:14,"78.4668,-84.0052",ILLEGAL TURN,Van,3.0,4
VIO-009303,2025-02-23 00:11:45,"-54.1683,172.9030",ILLEGAL PARKING,Van,5.0,1
VIO-009304,2025-02-01 19:30:11,"-55.3610,66.8284",ILLEGAL TURN,Bus,4.0,4
VIO-009305,2025-02-01 23:54:32,"-61.2459,-110.8704",ILLEGAL TURN,Motorcycle,1.0,4
VIO-009307,2025-07-27 04:57:56,"33.7434,11.6003",ILLEGAL PARKING,Truck,3.0,1
VIO-009309,2025-03-02 19:30:44,"66.5810,-67.4284",NO SIGNAL,Sedan,3.0,2
VIO-009310,2024-12-26 14:30:35,"45.3539,119.6635",NO SIGNAL,Truck,5.0,2
VIO-009311,2025-04-06 20:42:02,"81.0654,-179.4333",ILLEGAL TURN,Van,5.0,4
VIO-009312,2024-11-15 19:05:39,"83.7619,-142.9481",NO SIGNAL,Motorcycle,4.0,2
VIO-009314,2024-10-28 15:52:00,"-80.2690,-95.1211",NO SIGNAL,Sedan,1.0,2
VIO-009315,2025-07-02 03:32:05,"-59.5758,-121.6805",NO SIGNAL,Bus,1.0,2
VIO-009316,2025-05-31 03:28:54,"-54.8537,72.9274",ILLEGAL TURN,Van,5.0,4
VIO-009317,2025-05-31 07:40:00,"7.2489,175.2339",RED LIGHT,Truck,5.0,5
VIO-009319,2025-09-03 21:17:48,"-24.0780,39.3076",ILLEGAL PARKING,Sedan,3.0,1
VIO-009320,2026-10-30 11:00:00,"-0.0582,-89.3849",SPEEDING,Motorcycle,2.0,3
VIO-009321,2025-01-07 09:51:34,"42.2570,-124.8465",ILLEGAL PARKING,Bus,2.0,1
VIO-009322,2025-01-05 13:25:10,"-46.1864,-46.9544",NO SIGNAL,Bus,5.0,2
VIO-009323,2025-02-07 22:05:45,"-55.1356,-110.6839",RED LIGHT,Motorcycle,5.0,5
VIO-009324,2025-06-08 15:19:49,"-7.5137,-141.0537",ILLEGAL TURN,Bus,3.0,4
VIO-009325,2025-04-09 21:47:39,"55.7934,110.6541",NO SIGNAL,Van,2.0,2
VIO-009327,2025-04-22 21:16:56,"47.4615,74.9991",ILLEGAL TURN,Sedan,5.0,4
VIO-009328,2026-10-30 11:00:00,"50.1509,-115.0316",ILLEGAL PARKING,Van,5.0,1
VIO-009330,2025-08-15 14:48:49,"-6.7975,90.7789",NO SIGNAL,Sedan,5.0,2
VIO-009331,2024-12-25 20:50:10,"-33.0176,92.5895",RED LIGHT,Bus,1.0,5
VIO-009332,2025-06-16 07:37:50,UNKNOWN,ILLEGAL TURN,Bus,5.0,4
VIO-009333,2025-01-10 15:22:41,"43.0455,-120.3225",ILLEGAL TURN,Truck,3.0,4
VIO-009334,2024-10-24 22:39:27,"72.7266,-69.3959",SPEEDING,Van,4.0,3
VIO-009335,2025-01-13 16:56:31,"-88.2293,4.2601",NO SIGNAL,Motorcycle,3.0,2
VIO-009336,2025-06-21 10:11:39,"-42.8352,-28.6858",ILLEGAL PARKING,Sedan,5.0,1
VIO-009338,2025-09-18 05:48:34,"-49.2099,-78.9299",ILLEGAL TURN,Truck,2.0,4
VIO-009339,2025-04-05 22:58:08,"-25.3868,108.3531",RED LIGHT,Van,3.0,5
VIO-009341,2025-10-03 01:01:04,"-30.4069,-43.0705",SPEEDING,Van,1.0,3
VIO-009342,2025-02-03 21:17:53,"-87.0464,-35.1124",ILLEGAL PARKING,Bus,1.0,1
VIO-009343,2025-03-26 12:21:33,"-61.2963,-78.7438",NO SIGNAL,Sedan,3.0,2
VIO-009344,2025-04-29 03:11:40,"86.5718,-0.6179",ILLEGAL PARKING,Van,4.0,1
VIO-009345,2025-08-02 12:11:26,"-6.9890,-154.7599",SPEEDING,Truck,1.0,3
VIO-009346,2025-01-26 04:07:25,"-53.8312,163.4502",SPEEDING,Sedan,2.0,3
VIO-009347,2025-08-11 05:52:54,"-82.3697,-128.8073",SPEEDING,Van,1.0,3
VIO-009348,2025-05-23 08:34:06,"78.0703,-120.5477",ILLEGAL TURN,Van,5.0,4
VIO-009349,2025-02-09 05:45:33,"-52.1931,164.6175",ILLEGAL TURN,Sedan,1.0,4
VIO-009350,2024-11-06 00:03:54,"87.4951,-137.1989",ILLEGAL TURN,Van,4.0,4
VIO-009351,2025-10-08 19:54:56,"8.8894,43.3703",ILLEGAL PARKING,Van,3.0,1
VIO-009352,2025-08-30 11:47:46,"8.8325,-27.9743",ILLEGAL PARKING,Truck,5.0,1
VIO-009353,2024-12-18 23:43:56,"11.5770,129.2499",ILLEGAL TURN,Bus,3.0,4
VIO-009354,2025-08-13 18:49:32,"-2.8122,38.1885",ILLEGAL PARKING,Truck,1.0,1
VIO-009355,2024-12-28 09:36:40,"-44.8364,-33.1907",ILLEGAL TURN,Truck,5.0,4
VIO-009356,2025-09-01 22:17:23,"63.1092,166.7386",NO SIGNAL,Bus,3.0,2
VIO-009357,2025-08-31 14:56:15,"-43.8304,-104.9305",SPEEDING,Bus,5.0,3
VIO-009359,2025-06-24 04:30:26,"-67.0586,179.7825",ILLEGAL TURN,Van,2.0,4
VIO-009360,2024-11-29 19:24:41,"16.8306,155.0222",RED LIGHT,Sedan,4.0,5
VIO-009361,2025-09-07 15:35:48,"-56.9431,-71.6978",NO SIGNAL,Truck,1.0,2
VIO-009362,2024-10-30 08:38:15,"24.8295,-106.2891",RED LIGHT,Motorcycle,4.0,5
VIO-009363,2026-10-30 11:00:00,"43.6660,-58.9951",RED LIGHT,Bus,3.0,5
VIO-009364,2025-06-16 03:30:34,"19.4345,29.9242",RED LIGHT,Bus,5.0,5
VIO-009365,2025-03-16 11:12:37,"86.0865,-103.9214",ILLEGAL PARKING,Sedan,4.0,1
VIO-009366,2026-10-30 11:00:00,"57.1510,129.3791",NO SIGNAL,Sedan,5.0,2
VIO-009367,2025-06-21 20:03:31,"80.9749,-85.7644",SPEEDING,Bus,3.0,3
VIO-009368,2025-05-29 19:55:50,"-72.8342,16.0755",SPEEDING,Van,2.0,3
VIO-009369,2025-10-08 20:01:03,"-27.8257,-72.9121",ILLEGAL PARKING,Sedan,4.0,1
VIO-009370,2024-10-30 05:29:23,"-22.3575,68.9613",RED LIGHT,Bus,1.0,5
VIO-009371,2025-03-01 17:41:47,"-11.8201,32.2013",ILLEGAL TURN,Van,2.0,4
VIO-009372,2024-11-20 12:28:01,"-0.9444,117.2855",ILLEGAL PARKING,Truck,3.0,1
VIO-009373,2025-07-08 12:11:32,"66.5366,-107.7286",NO SIGNAL,Sedan,1.0,2
VIO-009375,2024-12-02 15:41:57,"-8.2189,4.9887",ILLEGAL PARKING,Van,3.0,1
VIO-009376,2025-08-06 20:26:34,"-28.3091,153.1212",NO SIGNAL,Motorcycle,3.0,2
VIO-009377,2025-07-01 19:25:00,"-21.0635,107.3959",RED LIGHT,Motorcycle,1.0,5
VIO-009379,2024-12-20 02:03:29,"64.4211,-110.6769",ILLEGAL TURN,Van,1.0,4
VIO-009380,2025-10-16 16:32:43,"-14.1101,-44.1980",SPEEDING,Truck,1.0,3
VIO-009381,2025-08-19 19:12:28,"56.5547,-129.1288",NO SIGNAL,Sedan,1.0,2
VIO-009382,2025-06-03 14:13:52,"-39.7323,-166.8842",SPEEDING,Bus,3.0,3
VIO-009383,2025-04-26 15:25:01,"25.8697,-25.1215",NO SIGNAL,Van,1.0,2
VIO-009385,2025-10-18 00:07:58,"56.2637,-64.0456",SPEEDING,Motorcycle,4.0,3
VIO-009388,2024-11-04 04:17:59,UNKNOWN,ILLEGAL TURN,Van,4.0,4
VIO-009389,2025-06-23 01:05:56,UNKNOWN,RED LIGHT,Sedan,5.0,5
VIO-009390,2025-01-20 04:02:43,"11.8997,105.6179",NO SIGNAL,Motorcycle,1.0,2
VIO-009391,2025-09-23 17:05:13,"53.6215,-86.5884",ILLEGAL PARKING,Truck,3.0,1
VIO-009392,2024-12-19 09:34:25,"-12.3155,59.9169",NO SIGNAL,Motorcycle,2.0,2
VIO-009393,2025-09-22 13:34:33,"61.2772,-120.9029",ILLEGAL TURN,Sedan,3.0,4
VIO-009395,2025-05-27 19:56:31,"78.8536,-149.1287",ILLEGAL TURN,Sedan,5.0,4
VIO-009396,2025-04-28 05:26:00,"-17.8305,-35.6669",ILLEGAL TURN,Motorcycle,1.0,4
VIO-009397,2025-07-01 20:39:25,"19.5685,-143.0081",ILLEGAL PARKING,Motorcycle,4.0,1
VIO-009398,2025-03-24 21:34:02,"-23.6784,-77.5173",NO SIGNAL,Motorcycle,1.0,2
VIO-009399,2025-07-31 09:31:15,"-49.2007,142.3285",ILLEGAL PARKING,Sedan,4.0,1
VIO-009400,2025-05-02 03:20:56,"-69.5283,-179.1614",SPEEDING,Motorcycle,2.0,3
VIO-009401,2025-08-08 07:26:01,"87.5490,-173.8169",ILLEGAL TURN,Bus,5.0,4
VIO-009402,2025-04-24 04:14:17,"-84.1355,-158.9718",ILLEGAL TURN,Truck,1.0,4
VIO-009403,2025-07-09 07:29:29,"29.2807,-118.7162",NO SIGNAL,Bus,2.0,2
VIO-009404,2025-01-10 13:20:46,"87.6490,130.9863",SPEEDING,Bus,4.0,3
VIO-009405,2025-07-18 14:00:28,"-66.5795,33.3218",ILLEGAL PARKING,Motorcycle,1.0,1
VIO-009406,2025-08-01 14:45:09,"-87.9821,-22.1450",ILLEGAL TURN,Truck,4.0,4
VIO-009407,2025-04-06 18:04:51,"-52.0784,-37.8300",SPEEDING,Motorcycle,2.0,3
VIO-009408,2025-07-30 13:35:43,"-7.4704,48.4456",NO SIGNAL,Bus,3.0,2
VIO-009409,2025-06-29 21:55:34,"-52.5203,132.0259",ILLEGAL TURN,Sedan,1.0,4
VIO-009410,2025-05-13 14:51:25,"-28.9189,-92.1892",RED LIGHT,Bus,2.0,5
VIO-009412,2025-04-19 03:18:14,"43.0027,24.1592",ILLEGAL TURN,Motorcycle,2.0,4
VIO-009413,2024-11-26 17:47:55,"-32.6481,-5.6424",RED LIGHT,Bus,2.0,5
VIO-009414,2025-07-08 09:26:38,"-67.0702,82.7848",NO SIGNAL,Sedan,1.0,2
VIO-009415,2025-08-01 16:27:45,"-53.0950,-116.3849",ILLEGAL PARKING,Truck,2.0,1
VIO-009416,2024-12-30 18:02:04,"-28.6111,-162.0844",ILLEGAL TURN,Van,4.0,4
VIO-009417,2025-03-27 00:54:43,"-42.3490,-84.5722",ILLEGAL PARKING,Bus,5.0,1
VIO-009418,2024-12-16 00:16:47,"89.3070,51.9789",NO SIGNAL,Van,1.0,2
VIO-009419,2025-06-30 19:37:45,"26.5348,157.1161",NO SIGNAL,Truck,3.0,2
VIO-009420,2025-05-12 18:16:10,"-51.6816,-128.0831",ILLEGAL PARKING,Motorcycle,2.0,1
VIO-009422,2024-11-01 16:58:48,UNKNOWN,SPEEDING,Motorcycle,1.0,3
VIO-009425,2024-12-24 08:54:15,"-70.6636,115.1784",ILLEGAL TURN,Van,2.0,4
VIO-009426,2025-07-25 12:30:46,UNKNOWN,ILLEGAL PARKING,Motorcycle,1.0,1
VIO-009427,2024-11-01 13:59:21,"-9.0433,-117.6324",ILLEGAL TURN,Sedan,2.0,4
VIO-009428,2025-10-13 19:10:53,"15.8457,-17.6480",SPEEDING,Sedan,3.0,3
VIO-009429,2025-05-01 01:46:44,"79.1011,-178.8204",ILLEGAL PARKING,Truck,1.0,1
VIO-009430,2025-10-09 03:00:59,"-88.9798,-144.7613",SPEEDING,Sedan,2.0,3
VIO-009431,2025-03-01 22:10:29,"-9.5233,-77.9665",RED LIGHT,Bus,4.0,5
VIO-009432,2025-04-11 18:41:28,"-15.2392,-27.2777",RED LIGHT,Truck,1.0,5
VIO-009434,2024-11-28 04:22:35,"-31.6984,-167.9064",ILLEGAL PARKING,Sedan,4.0,1
VIO-009436,2025-08-04 12:34:33,"77.9499,76.8398",SPEEDING,Sedan,2.0,3
VIO-009437,2025-05-14 02:34:58,"43.0922,-113.8863",RED LIGHT,Bus,2.0,5
VIO-009438,2025-03-22 13:33:16,"15.5170,-166.0176",NO SIGNAL,Truck,5.0,2
VIO-009439,2025-10-10 13:07:57,"-5.9354,143.1578",SPEEDING,Van,2.0,3
VIO-009440,2025-09-14 22:45:06,"-60.9273,164.9589",ILLEGAL TURN,Van,1.0,4
VIO-009441,2025-03-09 10:09:35,"4.4573,34.1169",ILLEGAL PARKING,Bus,3.0,1
VIO-009442,2025-04-24 19:33:46,"57.0493,41.7810",SPEEDING,Truck,2.0,3
VIO-009443,2025-04-13 05:36:27,"44.9901,1.8607",SPEEDING,Motorcycle,2.0,3
VIO-009444,2025-06-16 20:13:01,"-17.2243,-102.8100",ILLEGAL PARKING,Van,1.0,1
VIO-009445,2024-10-29 10:57:46,"-10.1964,86.1973",SPEEDING,Van,3.0,3
VIO-009446,2026-10-30 11:00:00,"61.4824,-86.9933",SPEEDING,Bus,3.0,3
VIO-009447,2025-01-28 14:29:41,"-31.3757,-95.9262",SPEEDING,Truck,1.0,3
VIO-009448,2024-10-28 13:43:39,"-76.9221,34.7206",ILLEGAL TURN,Van,4.0,4
VIO-009450,2025-08-24 15:53:43,"-89.4411,-34.8235",RED LIGHT,Sedan,1.0,5
VIO-009451,2025-05-10 11:44:55,"-84.2241,-166.9430",SPEEDING,Bus,2.0,3
VIO-009452,2025-08-09 12:59:59,"-47.3867,47.3625",SPEEDING,Van,2.0,3
VIO-009453,2024-12-14 02:04:14,"76.6883,43.6996",ILLEGAL TURN,Motorcycle,4.0,4
VIO-009455,2025-03-24 01:44:31,"-21.7648,-94.4021",ILLEGAL TURN,Sedan,2.0,4
VIO-009456,2024-10-26 18:39:57,"-13.8260,112.3773",ILLEGAL PARKING,Truck,2.0,1
VIO-009457,2025-01-20 01:15:47,"8.7631,-100.1689",NO SIGNAL,Sedan,4.0,2
VIO-009458,2025-10-09 20:33:44,"-31.1016,-98.0662",ILLEGAL TURN,Motorcycle,2.0,4
VIO-009459,2025-06-17 06:15:09,"-18.9232,-110.4059",ILLEGAL TURN,Bus,1.0,4
VIO-009461,2024-11-02 12:16:39,"-69.1220,115.7137",SPEEDING,Motorcycle,2.0,3
VIO-009462,2025-10-04 18:00:16,"-51.6040,-65.7519",ILLEGAL TURN,Bus,4.0,4
VIO-009463,2025-05-03 09:02:16,"8.5025,-47.3545",ILLEGAL PARKING,Bus,5.0,1
VIO-009464,2025-06-20 16:46:31,"78.5509,44.6541",NO SIGNAL,Van,1.0,2
VIO-009465,2025-05-12 21:15:51,"59.9637,175.3515",ILLEGAL TURN,Bus,2.0,4
VIO-009466,2025-01-07 13:20:46,"10.6247,-5.2163",ILLEGAL PARKING,Sedan,5.0,1
VIO-009467,2025-05-23 15:07:10,"-73.7993,56.2757",ILLEGAL PARKING,Truck,2.0,1
VIO-009468,2025-06-16 02:44:27,"31.0096,14.4767",SPEEDING,Sedan,3.0,3
VIO-009469,2025-09-17 11:41:04,"68.3242,127.4225",ILLEGAL TURN,Bus,3.0,4
VIO-009470,2025-03-20 17:15:01,"62.9600,-177.8413",NO SIGNAL,Bus,1.0,2
VIO-009471,2025-08-25 08:54:25,"89.4061,120.8253",NO SIGNAL,Motorcycle,5.0,2
VIO-009473,2025-05-15 23:17:21,"0.7949,121.6806",RED LIGHT,Sedan,2.0,5
VIO-009475,2025-08-29 17:08:54,"37.2952,158.8284",NO SIGNAL,Truck,1.0,2
VIO-009476,2025-03-14 19:10:28,"-64.9404,-175.7335",SPEEDING,Motorcycle,3.0,3
VIO-009478,2025-05-17 22:18:35,UNKNOWN,SPEEDING,Van,3.0,3
VIO-009480,2025-01-13 13:12:04,"-78.2723,40.6464",ILLEGAL TURN,Sedan,5.0,4
VIO-009481,2025-04-06 16:54:01,"72.6582,143.2670",ILLEGAL TURN,Truck,1.0,4
VIO-009482,2025-05-24 04:19:32,"83.5500,116.2225",SPEEDING,Van,3.0,3
VIO-009483,2025-01-08 02:38:21,"-3.9269,-28.6090",ILLEGAL TURN,Motorcycle,4.0,4
VIO-009484,2024-11-04 23:22:14,"-9.6219,-6.2537",SPEEDING,Sedan,3.0,3
VIO-009485,2025-02-25 01:01:49,"7.3625,49.9070",SPEEDING,Van,1.0,3
VIO-009486,2025-04-19 23:32:25,"-69.9831,-27.9031",NO SIGNAL,Van,3.0,2
VIO-009487,2025-01-13 10:41:54,"43.8857,-168.5786",NO SIGNAL,Bus,2.0,2
VIO-009488,2025-07-30 06:48:19,"52.2379,41.8311",ILLEGAL PARKING,Motorcycle,5.0,1
VIO-009489,2025-06-23 04:46:10,"20.3848,66.1497",RED LIGHT,Bus,3.0,5
VIO-009491,2025-06-07 09:19:03,"46.3217,80.1958",ILLEGAL TURN,Motorcycle,2.0,4
VIO-009492,2024-10-26 14:49:17,"-14.2855,-31.8840",SPEEDING,Van,1.0,3
VIO-009493,2025-05-07 02:10:50,"-52.9508,-0.0264",NO SIGNAL,Truck,1.0,2
VIO-009494,2024-11-18 07:44:33,UNKNOWN,NO SIGNAL,Bus,1.0,2
VIO-009495,2024-12-23 16:38:32,"-82.6062,-122.3022",ILLEGAL PARKING,Van,3.0,1
VIO-009496,2025-08-03 01:40:00,"40.1313,25.8002",ILLEGAL PARKING,Van,3.0,1
VIO-009497,2025-06-29 13:49:35,"13.2827,-107.4236",ILLEGAL TURN,Sedan,4.0,4
VIO-009498,2025-01-15 20:29:03,"77.0138,153.2393",NO SIGNAL,Sedan,1.0,2
VIO-009499,2024-12-16 11:09:55,"70.5520,-10.7836",ILLEGAL TURN,Truck,3.0,4
VIO-009500,2025-02-22 16:01:00,"-2.6499,-80.4731",RED LIGHT,Motorcycle,2.0,5
VIO-009501,2025-04-05 12:36:14,"-13.4321,-28.1556",ILLEGAL TURN,Sedan,2.0,4
VIO-009503,2025-04-01 12:32:39,"-48.0352,-111.9974",ILLEGAL PARKING,Motorcycle,2.0,1
VIO-009504,2025-06-18 07:13:44,"-30.1973,-106.2944",ILLEGAL PARKING,Truck,4.0,1
VIO-009505,2024-10-21 21:45:14,"-51.2266,30.9958",RED LIGHT,Bus,5.0,5
VIO-009506,2025-04-15 05:31:10,UNKNOWN,NO SIGNAL,Motorcycle,4.0,2
VIO-009507,2025-05-26 07:24:26,"-24.2195,12.6728",SPEEDING,Bus,3.0,3
