Location,Total_Violations,Avg_Severity
"-82.6532,89.4679",1,3.0
"87.8423,-35.9470",1,2.0
"88.4720,11.8794",1,4.0
"-3.2194,49.4695",1,1.0
"87.5107,-132.0570",1,
"-51.7446,-62.9857",1,5.0
"-31.3611,-60.8700",1,2.0
"63.5226,98.0584",1,4.0
"40.7002,-24.6824",1,5.0
"-21.1291,149.9508",1,
"33.8470,126.9397",1,4.0
"-57.6279,21.5810",1,3.0
"61.6874,85.9128",1,4.0
"30.3436,13.8054",1,1.0
"73.8538,-45.5906",1,4.0
"-42.9424,-99.6709",1,5.0
"45.9212,-61.4227",1,3.0
"63.4219,99.2274",1,3.0
"39.8198,150.2471",1,2.0
"59.8353,-6.8326",1,4.0
"43.9277,-43.0764",1,2.0
"7.0178,-177.7438",1,3.0
"21.1499,-53.1375",1,5.0
"52.3552,-59.5986",1,5.0
"-61.3980,131.8425",1,1.0
"-8.4664,-158.0638",1,3.0
"-36.7555,-139.4812",1,5.0
"36.9625,155.6190",1,4.0
"72.1122,-77.5486",1,1.0
"60.8538,-117.1368",1,2.0
"44.8505,-147.9410",1,5.0
"-23.1979,-102.8701",1,2.0
"22.4297,133.7027",1,3.0
"-24.6260,-84.3840",1,2.0
"-9.5432,-174.6238",1,4.0
"-4.1017,19.5599",1,3.0
"-49.5117,-125.3303",1,2.0
"-1.7359,-38.6490",1,3.0
"30.9854,156.2945",1,5.0
"-29.8479,-63.0485",1,5.0
"28.4440,-149.7555",1,3.0
"-72.6447,-3.2905",1,3.0
"-69.3094,-154.1153",1,5.0
"26.7574,-12.8477",1,5.0
"29.4775,110.1249",1,5.0
"-65.4585,121.8845",1,2.0
"-62.7949,59.9501",1,4.0
"-5.8059,174.8762",1,3.0
"-78.6430,127.3174",1,2.0
"-80.5957,16.8930",1,4.0
"-11.2960,82.0343",1,2.0
"-39.2262,138.9537",1,1.0
"51.5654,152.7711",1,3.0
"-20.8544,-58.9945",1,4.0
"-69.4897,-13.1640",1,4.0
"-40.2154,-127.3647",1,4.0
"55.5753,176.1424",1,1.0
"78.6469,-80.0738",1,5.0
"-50.9375,168.2078",1,1.0
"30.0893,53.4741",1,2.0
"45.5257,72.6109",1,5.0
"-73.6376,142.5230",1,4.0
"7.4363,-123.7267",1,1.0
"-28.8941,4.4406",1,5.0
"-15.0523,-71.6014",1,1.0
"-27.8704,80.7435",1,2.0
"50.5173,69.1819",1,3.0
"68.6716,-129.8773",1,4.0
"-12.6330,-107.7689",1,1.0
"-18.9332,120.1207",1,2.0
"42.6659,-79.0702",1,2.0
"-49.7689,95.7231",1,
"-15.5895,-22.3106",1,4.0
"-63.3076,85.2919",1,1.0
"-0.3022,106.6171",1,1.0
"42.4195,31.9132",1,5.0
"65.8579,-97.4234",1,3.0
"65.5446,117.4438",1,4.0
"53.0079,92.7238",1,1.0
"77.8689,140.6702",1,3.0
"-89.0382,-130.3116",1,3.0
"-70.9054,7.6352",1,1.0
"65.5968,14.9993",1,4.0
"53.1341,-14.9225",1,3.0
"-6.5270,59.5446",1,3.0
"74.7883,50.5578",1,3.0
"18.5738,26.5136",1,
"28.8538,-168.0343",1,5.0
"-43.8225,-131.0260",1,2.0
"-47.2147,132.1650",1,3.0
"60.0194,84.7095",1,2.0
"-48.3189,-54.9446",1,
"-57.8254,-68.7833",1,5.0
"46.0200,163.5320",1,3.0
"35.7845,-172.0505",1,5.0
"-80.3437,-8.4659",1,1.0
"12.0721,4.1570",1,5.0
"29.3785,99.4089",1,4.0
"-49.7793,129.5974",1,5.0
"-33.0107,-56.2696",1,4.0
"-33.8058,-24.3397",1,5.0
"-13.9825,-57.6902",1,5.0
"2.2143,136.0826",1,3.0
"84.5943,112.4136",1,1.0
"69.0740,122.9513",1,3.0
"-45.4964,134.2719",1,
"28.2826,-122.3777",1,1.0
"-70.9925,83.2406",1,4.0
"-37.5380,-111.6595",1,2.0
"69.6581,64.1379",1,3.0
"31.2438,-115.0419",1,2.0
"-3.6499,164.0475",1,5.0
"38.3690,46.2902",1,2.0
"9.7325,-32.9919",1,3.0
"-31.8582,-136.6531",1,4.0
"-53.7148,-82.4790",1,5.0
"40.8067,164.6896",1,1.0
"-59.7725,170.1546",1,5.0
"20.4440,164.7287",1,3.0
"-1.7852,-131.1873",1,5.0
"-39.5758,122.3165",1,2.0
"72.1247,-104.4297",1,3.0
"-16.1729,-156.4807",1,
"-7.0239,-81.1320",1,4.0
"-54.3674,164.6288",1,5.0
"-37.7063,-97.8768",1,5.0
"34.9307,107.8360",1,1.0
"-6.3602,67.3220",1,2.0
"-10.3920,2.9514",1,1.0
"31.0977,154.1803",1,4.0
"-21.5914,-90.8849",1,3.0
"11.3355,-105.2921",1,4.0
"-41.0180,-135.4012",1,1.0
"-55.5728,147.6231",1,2.0
"-89.4590,157.3536",1,3.0
"18.8833,-94.9648",1,4.0
"87.1964,-53.6906",1,2.0
"-81.3313,-177.0159",1,4.0
"84.8749,-177.8931",1,5.0
"-36.2525,-27.0709",1,2.0
"-84.4082,179.5662",1,1.0
"-89.0977,-98.6614",1,2.0
"-73.7802,103.6754",1,4.0
"74.7184,-152.7936",1,4.0
"-88.4096,37.6032",1,3.0
"-52.2301,-136.2582",1,1.0
"10.3523,19.6463",1,4.0
"16.0906,92.4743",1,1.0
"-83.7511,-25.8359",1,5.0
"-15.2504,169.3726",1,
"-22.4487,-15.6100",1,2.0
"48.0638,68.4823",1,4.0
"38.3337,100.6076",1,3.0
"35.8119,-133.3071",1,1.0
"0.9614,-167.0227",1,3.0
"34.9662,21.6122",1,3.0
"-45.0017,19.8770",1,4.0
"-57.7160,56.3520",1,4.0
"67.1288,-91.3064",1,5.0
"-15.6491,-37.8096",1,2.0
"-4.7815,-122.0898",1,5.0
"24.5263,34.6944",1,2.0
"21.1337,123.4367",1,1.0
"71.4779,-8.5889",1,1.0
"-30.6098,99.7733",1,1.0
"-18.7094,-11.5233",1,2.0
"-42.0711,-10.9756",1,2.0
"85.2605,71.9521",1,1.0
"-62.0492,-153.4816",1,1.0
"-38.2916,84.2515",1,4.0
"-84.6720,145.7151",1,2.0
"-85.9167,73.0344",1,2.0
"-30.0972,-107.5424",1,3.0
"84.7135,-58.4483",1,4.0
"88.3747,-76.3822",1,4.0
"34.8292,-160.6737",1,2.0
"-75.0375,-29.8230",1,1.0
"-5.9143,142.0045",1,4.0
"2.1681,156.8853",1,5.0
"73.7294,85.4151",1,5.0
"48.2429,149.5624",1,2.0
"61.3408,6.7929",1,5.0
"-67.0276,-118.6344",1,
"56.3975,-11.9142",1,5.0
"-10.4623,167.7675",1,3.0
"-6.5105,-153.8483",1,5.0
"55.0369,-48.4062",1,3.0
"-18.9882,-168.4392",1,5.0
"-27.2928,150.5309",1,4.0
"-84.4921,-45.9548",1,1.0
"-36.2994,56.7622",1,
"-7.7174,-74.0552",1,1.0
"-38.9899,-134.7630",1,1.0
"35.5875,-38.7208",1,
"21.6481,164.2825",1,2.0
"-1.9095,-146.4136",1,5.0
"-74.0483,126.0313",1,4.0
"55.8889,-36.5734",1,1.0
"-12.0169,46.3868",1,5.0
"50.8582,-22.3635",1,2.0
"-13.6598,36.1850",1,2.0
"-58.5641,98.2354",1,3.0
"-75.6337,-34.2591",1,
"59.1320,123.3883",1,1.0
"-69.8717,-162.8740",1,1.0
"-2.2472,114.1760",1,1.0
"-27.8001,-163.2180",1,2.0
"62.3610,-18.7295",1,4.0
"83.5180,-120.5087",1,1.0
"-51.8033,25.1519",1,1.0
"-17.9015,-127.8653",1,2.0
"-80.5268,156.2776",1,3.0
"-48.3798,-87.3938",1,4.0
"15.8062,128.7389",1,4.0
"-59.7716,46.4721",1,4.0
"-53.3446,138.4057",1,4.0
"-80.4788,-95.2555",1,
"66.7689,-75.7538",1,3.0
"-7.7850,87.9536",1,1.0
"-61.7768,-125.0905",1,3.0
"34.5825,113.9218",1,3.0
"-47.1274,107.7207",1,
"-65.8292,96.7279",1,3.0
"-74.0666,141.1131",1,3.0
"-67.1001,-158.3941",1,3.0
"-78.5122,61.3908",1,2.0
"-17.5565,-14.9494",1,5.0
"-73.3787,150.7988",1,2.0
"8.7939,-71.1128",1,5.0
"-7.7353,-64.5664",1,4.0
"39.6319,165.5409",1,4.0
"21.3034,99.9338",1,1.0
"14.6852,25.9886",1,3.0
"-53.5764,-142.3393",1,3.0
"37.4722,86.6277",1,
"42.4064,127.4425",1,3.0
"-56.9894,-9.3928",1,
"73.7635,-131.5831",1,4.0
"19.7237,62.1372",1,3.0
"-32.7108,50.0526",1,5.0
"-31.7816,17.2246",1,4.0
"-29.3378,28.2754",1,1.0
"-37.7250,69.5679",1,3.0
"-47.6236,31.7671",1,5.0
"-3.0065,-34.5810",1,1.0
"-66.6006,-58.1444",1,
"0.6928,-132.7298",1,
"82.7892,-66.8567",1,1.0
"12.8519,-28.9769",1,3.0
"-55.3832,107.4822",1,3.0
"-45.1983,62.1179",1,1.0
"5.2301,-74.9948",1,1.0
"-69.8255,48.5548",1,
"-77.2345,-64.9138",1,3.0
"79.5884,29.9024",1,5.0
"-79.1842,-101.6144",1,5.0
"5.9058,20.7927",1,1.0
"41.2859,66.3040",1,2.0
"34.3540,-52.7959",1,2.0
"-12.5234,-178.7859",1,1.0
"55.0784,165.9991",1,5.0
"-41.2793,0.0139",1,4.0
"47.7270,45.2556",1,2.0
"4.9529,-84.6494",1,
"-64.4391,162.4748",1,4.0
"-61.1013,-109.9564",1,4.0
"-28.1520,-28.8436",1,4.0
"-44.4466,-61.5452",1,1.0
"5.5651,-96.3736",1,1.0
"76.7494,74.9891",1,4.0
"2.1141,14.8753",1,1.0
"15.5822,-157.2745",1,
"14.5974,-62.5487",1,1.0
"61.3408,132.0746",1,5.0
"89.6992,85.2092",1,1.0
"7.5221,168.4085",1,5.0
"-6.2167,-40.1046",1,5.0
"-15.6076,-163.1002",1,4.0
"37.5845,-29.3607",1,1.0
"24.4083,-3.0795",1,1.0
"-10.9404,-54.2567",1,4.0
"37.7031,-50.9649",1,1.0
"73.6517,153.4514",1,2.0
"33.5249,89.8470",1,5.0
"-68.2260,89.7075",1,4.0
"53.4564,-101.1184",1,1.0
"1.2621,129.3163",1,2.0
"-17.5604,57.1040",1,1.0
"-25.8938,-154.6648",1,3.0
"-22.9413,107.0217",1,2.0
"-33.7122,-119.0634",1,1.0
"-48.3697,66.0904",1,3.0
"56.5784,-104.2261",1,3.0
"-26.7608,113.7717",1,
"-1.8514,144.8778",1,
"-62.8775,18.3890",1,5.0
"75.2660,-20.5750",1,5.0
"-79.7064,-57.7362",1,4.0
"-68.1251,164.2878",1,2.0
"62.4037,123.5903",1,1.0
"26.5718,-105.5215",1,1.0
"-20.0102,-72.7049",1,4.0
"-13.6582,-109.1440",1,
"47.2631,117.9045",1,4.0
"-72.5098,135.5119",1,2.0
"-72.8879,-97.2800",1,
"-2.6301,-144.9251",1,5.0
"-57.1089,-69.7408",1,1.0
"44.4066,-87.3523",1,5.0
"-68.3523,88.8698",1,3.0
"11.9101,113.2792",1,2.0
"-31.6111,117.0323",1,1.0
"39.1107,3.5278",1,5.0
"-65.5593,32.2716",1,1.0
"47.6294,-123.5851",1,5.0
"75.8049,-60.9640",1,5.0
"-35.7746,98.8717",1,3.0
"11.7716,120.3497",1,4.0
"28.8529,-125.7049",1,1.0
"35.7441,152.2976",1,2.0
"-46.2182,-163.8505",1,1.0
"44.9789,4.7764",1,1.0
"3.8662,168.6849",1,1.0
"-8.5632,-118.7553",1,5.0
"23.7424,-112.2487",1,3.0
"-49.1288,-62.3296",1,5.0
"70.7602,-54.4698",1,1.0
"-70.0878,-171.2130",1,2.0
"-67.9108,143.5073",1,4.0
"-14.7364,15.2500",1,3.0
"71.9360,-48.6098",1,4.0
"6.8002,-166.9179",1,1.0
"32.6712,-72.1945",1,1.0
"84.2266,-126.4399",1,5.0
"40.3864,-1.5623",1,3.0
"-14.9007,-16.1985",1,5.0
"54.3978,-120.1966",1,2.0
"26.8343,-158.9386",1,1.0
"54.3311,-168.8728",1,2.0
"81.4225,154.0388",1,
"75.3766,72.0542",1,3.0
"-71.8273,68.3722",1,4.0
"50.0596,47.3484",1,3.0
"86.7228,-164.1142",1,4.0
"-11.6193,75.6305",1,5.0
"-38.7857,4.6558",1,1.0
"88.2582,-77.7932",1,3.0
"-84.8757,-116.6412",1,2.0
"51.1750,132.3329",1,3.0
"14.9963,148.0756",1,3.0
"-83.3580,-153.6919",1,1.0
"-3.3707,-99.3533",1,5.0
"79.0043,2.2386",1,5.0
"-53.6051,-87.1390",1,3.0
"30.0233,176.4021",1,1.0
"-39.6935,-154.4096",1,
"73.2648,133.1561",1,
"-80.7461,-46.5862",1,1.0
"23.2532,44.2384",1,1.0
"-61.4762,66.8740",1,3.0
"56.7413,178.1914",1,5.0
"-61.2236,143.0944",1,3.0
"-47.9526,-115.6265",1,4.0
"-57.8486,152.1002",1,5.0
"46.0015,139.4880",1,2.0
"-1.3943,-57.1859",1,
"42.2757,117.6739",1,
"-6.1604,-135.3851",1,1.0
"-78.1232,-75.1038",1,1.0
"-76.6088,112.9704",1,3.0
"-47.1955,115.4453",1,4.0
"78.5210,-82.2409",1,5.0
"77.2804,43.2754",1,1.0
"57.7695,-22.9173",1,2.0
"76.6885,-59.1087",1,4.0
"-77.3048,140.9843",1,4.0
"36.7356,97.6393",1,4.0
"68.1283,-175.3136",1,5.0
"49.4077,49.5332",1,5.0
"-58.0093,-123.4183",1,
"77.8468,-51.8805",1,1.0
"-34.1800,58.5120",1,
"81.4877,13.2038",1,5.0
"-65.6000,-104.9148",1,3.0
"2.9667,-77.8935",1,3.0
"16.1776,74.0458",1,5.0
"-70.5832,-39.2689",1,1.0
"-59.5212,-54.3426",1,2.0
"-33.0728,54.8719",1,1.0
"-49.2272,77.2474",1,
"-22.9543,-18.8452",1,2.0
"-1.5422,-175.5202",1,4.0
"-71.2295,-131.9313",1,3.0
"16.0884,-148.8809",1,1.0
"-69.0748,146.1895",1,4.0
"-45.7056,63.5477",1,4.0
"39.4297,131.9371",1,1.0
"7.7752,66.1839",1,4.0
"-70.6394,115.6241",1,4.0
"-26.5676,-42.0172",1,3.0
"52.2770,156.9761",1,2.0
"-28.2252,-60.2093",1,5.0
"45.1770,133.8955",1,4.0
"-45.2892,-28.6696",1,1.0
"-24.9713,-35.2182",1,2.0
"-46.2826,-145.5493",1,4.0
"-57.9065,-85.2223",1,3.0
"-28.0735,121.9000",1,1.0
"-34.9571,118.8025",1,1.0
"35.7064,164.7672",1,5.0
"-46.1218,87.8033",1,4.0
"4.4506,175.6376",1,5.0
"-49.3108,-146.4728",1,4.0
"7.0745,-138.2483",1,3.0
"-17.1819,-11.5214",1,2.0
"-71.7238,125.8729",1,3.0
"77.8198,-150.5099",1,4.0
"-37.2282,-151.5627",1,3.0
"78.1880,-18.5140",1,5.0
"-19.8869,-70.3827",1,3.0
"-5.7165,86.2386",1,3.0
"45.5383,102.7304",1,2.0
"-5.1984,133.3315",1,4.0
"-24.6311,-171.0249",1,3.0
"-66.2612,-58.0232",1,1.0
"-55.4522,-111.7265",1,4.0
"-45.4977,137.4243",1,1.0
"-15.7009,-45.2257",1,
"26.8724,-124.0024",1,5.0
"-9.2691,23.0541",1,
"35.8922,-7.1740",1,4.0
"-73.5386,100.0883",1,2.0
"44.6004,81.5768",1,1.0
"-65.4592,65.6168",1,3.0
"64.0376,149.4680",1,2.0
"35.6313,-58.9909",1,5.0
"36.1632,-170.1706",1,5.0
"-6.5475,-49.3915",1,2.0
"-26.9567,40.7597",1,
"-74.1788,-32.8904",1,5.0
"11.0788,54.9257",1,1.0
"61.1389,7.2338",1,1.0
"26.9042,-103.8543",1,2.0
"25.8203,15.7805",1,3.0
"-33.0339,59.5434",1,
"-57.5573,130.5299",1,1.0
"22.4130,-22.6697",1,5.0
"25.4940,-138.6580",1,2.0
"63.0468,44.4860",1,3.0
"41.2794,-23.9983",1,5.0
"9.2369,-22.7632",1,4.0
"36.6321,-45.5294",1,5.0
"-22.8895,119.9501",1,2.0
"-83.6634,-35.0790",1,5.0
"-64.8540,-164.4598",1,2.0
"-26.1201,76.8851",1,3.0
"-69.5333,-134.3408",1,4.0
"7.4146,14.3522",1,5.0
"19.2452,67.8540",1,2.0
"-30.2230,51.2874",1,2.0
"1.3524,72.2838",1,5.0
"25.7957,28.2721",1,1.0
"-87.7203,146.5434",1,1.0
"21.7110,93.5849",1,5.0
"18.1475,167.4867",1,5.0
"27.7008,-160.9471",1,5.0
"78.8484,34.1059",1,1.0
"-66.5670,156.2461",1,
"57.4680,-9.2341",1,1.0
"-12.7054,17.9323",1,5.0
"68.6361,10.3701",1,5.0
"20.9356,-140.0203",1,4.0
"11.0335,-138.7391",1,1.0
"-58.2557,29.2029",1,3.0
"56.6602,145.9314",1,5.0
"28.9699,-91.0203",1,1.0
"-27.0369,-77.0232",1,3.0
"54.6617,179.7911",1,5.0
"16.1184,-34.3172",1,1.0
"-44.8697,-159.1682",1,5.0
"87.3370,-39.3332",1,1.0
"-26.4402,-72.3050",1,2.0
"84.6032,-141.7801",1,5.0
"-0.0026,-34.2345",1,2.0
"21.9568,-103.2766",1,1.0
"-66.2074,-139.4612",1,5.0
"49.9202,-33.0805",1,
"-75.6628,137.1893",1,2.0
"19.7277,-16.6606",1,1.0
"-35.5619,121.7867",1,2.0
"29.4704,57.9269",1,1.0
"57.3297,-33.6322",1,1.0
"11.8669,130.3176",1,1.0
"-29.5481,26.3752",1,3.0
"35.9617,-51.6103",1,1.0
"72.8169,-112.7017",1,3.0
"-15.8873,-21.6206",1,5.0
"58.8041,144.1900",1,5.0
"11.4773,26.3173",1,2.0
"40.1017,76.9617",1,4.0
"72.7963,62.4347",1,3.0
"29.3501,-147.6312",1,4.0
"-48.0670,-13.5130",1,2.0
"-14.1100,158.0101",1,1.0
"-61.9808,60.9950",1,5.0
"-52.2454,46.9113",1,2.0
"44.6357,144.0798",1,2.0
"-76.4897,-146.8290",1,4.0
"-21.0361,28.4554",1,
"37.8120,21.8140",1,1.0
"45.7952,-83.4803",1,1.0
"-39.3376,61.7935",1,5.0
"28.9855,179.7345",1,2.0
"17.8200,22.5854",1,3.0
"-44.1706,128.1512",1,4.0
"-53.2537,116.4375",1,4.0
"-65.0371,16.3625",1,4.0
"-12.5548,40.3931",1,1.0
"64.3843,-54.8076",1,3.0
"-55.1344,97.6474",1,3.0
"84.0512,15.3482",1,1.0
"-76.9109,-25.9247",1,2.0
"66.5780,114.9986",1,2.0
"-73.1508,134.8739",1,1.0
"25.8556,106.4900",1,5.0
"-56.6102,72.1449",1,5.0
"27.0187,-117.5194",1,4.0
"-18.8698,164.8624",1,2.0
"26.4940,97.2771",1,
"68.7364,-145.9707",1,5.0
"-47.7306,-124.2244",1,1.0
"-43.2242,49.0927",1,4.0
"54.0538,-171.2343",1,
"61.5791,129.6409",1,1.0
"82.6432,41.3841",1,3.0
"11.0327,79.6458",1,4.0
"-78.3949,47.0132",1,
"72.2525,-141.7756",1,1.0
"50.6959,28.6405",1,4.0
"-3.1237,-78.3998",1,2.0
"80.8666,-33.9662",1,3.0
"-54.8305,-49.9830",1,3.0
"27.0456,-138.8615",1,1.0
"-89.2505,103.8045",1,1.0
"78.0625,117.8801",1,3.0
"-62.4028,-26.5964",1,3.0
"68.5825,177.8480",1,4.0
"-74.0866,-114.3218",1,3.0
"61.2060,-129.7130",1,1.0
"40.7388,-81.9535",1,
"-88.7195,117.1502",1,4.0
"70.5797,-165.3127",1,1.0
"-40.9573,54.9568",1,1.0
"52.9855,56.4879",1,1.0
"21.7032,35.8331",1,
"-24.2193,-109.5175",1,1.0
"-84.6119,-118.1395",1,1.0
"-65.0372,-167.1945",1,4.0
"-86.3051,91.0435",1,3.0
"-16.9414,-67.3193",1,3.0
"-29.7483,127.4971",1,1.0
"17.6034,-30.8810",1,3.0
"-45.5115,-14.6985",1,3.0
"-38.5127,-80.9179",1,3.0
"-29.2705,16.2648",1,4.0
"-33.5793,165.2878",1,4.0
"25.0910,-153.4815",1,3.0
"-9.3201,-106.0054",1,2.0
"38.5621,105.4292",1,2.0
"26.5640,23.6080",1,4.0
"54.6669,129.9985",1,2.0
"-72.3486,116.6098",1,2.0
"-77.3930,119.9095",1,2.0
"-57.8502,113.6651",1,2.0
"45.2950,106.4735",1,2.0
"-86.1807,75.1663",1,5.0
"-33.0593,85.1256",1,2.0
"-34.7508,-90.3282",1,5.0
"-10.0290,-20.4143",1,5.0
"66.2535,-11.7563",1,5.0
"-65.7367,-146.7236",1,
"-14.4215,26.9322",1,2.0
"82.8367,-117.0083",1,5.0
"-16.6850,-137.3799",1,4.0
"-29.1385,-50.1157",1,5.0
"45.8804,-160.6737",1,4.0
"-13.9554,134.0938",1,4.0
"-36.2221,75.9350",1,2.0
"-53.9878,-138.9745",1,1.0
"23.9061,38.6667",1,1.0
"72.9116,131.4405",1,1.0
"84.1297,110.6431",1,5.0
"26.2645,36.4235",1,5.0
"37.6501,-93.2933",1,5.0
"40.6155,129.0403",1,3.0
"-68.8687,103.4579",1,2.0
"-88.0632,-68.5668",1,
"40.3606,-5.5124",1,3.0
"-28.3894,-43.4479",1,1.0
"-77.4990,112.2467",1,4.0
"-36.7587,-163.6688",1,4.0
"-83.0442,165.7156",1,5.0
"57.1735,-18.2449",1,2.0
"-72.3774,-25.9855",1,5.0
"-78.5127,22.6288",1,3.0
"-71.4192,108.6129",1,4.0
"49.3176,-102.2592",1,
"-11.6618,-131.7746",1,
"-44.6038,-138.7387",1,4.0
"-36.9065,-47.4295",1,1.0
"26.1843,-59.0238",1,2.0
"-26.4028,109.9858",1,4.0
"35.8261,-175.8982",1,
"-44.2840,151.8203",1,5.0
"-42.3797,157.4425",1,2.0
"65.3866,159.3651",1,
"-42.5768,56.9530",1,5.0
"-10.0997,-165.0223",1,5.0
"39.7223,-14.9767",1,1.0
"89.5633,121.9151",1,1.0
"27.1165,-133.7593",1,3.0
"-36.7913,-174.9012",1,1.0
"-2.8762,118.1700",1,1.0
"4.0961,-92.8632",1,1.0
"-45.9690,125.0626",1,5.0
"-53.6155,137.2905",1,4.0
"-55.9035,-11.9070",1,2.0
"-65.7299,-106.9976",1,2.0
"85.8000,29.1575",1,3.0
"-52.0630,74.5804",1,2.0
"14.7299,45.0694",1,2.0
"66.5334,-149.2330",1,3.0
"-45.6625,33.7529",1,
"-23.5720,-132.7562",1,5.0
"5.1112,124.9360",1,3.0
"17.9577,-0.2010",1,
"20.5708,112.1646",1,3.0
"-43.9110,135.4741",1,1.0
"-6.0108,-147.1377",1,3.0
"8.4871,111.4722",1,2.0
"-27.9403,130.9622",1,2.0
"37.0671,28.8914",1,4.0
"54.1815,-34.2918",1,3.0
"-35.9227,91.2552",1,
"-40.5722,-13.3395",1,
"82.1888,93.1314",1,3.0
"-87.0731,150.4445",1,5.0
"88.6216,23.4874",1,3.0
"-49.8354,-88.6224",1,
"-44.6675,84.4072",1,3.0
"-35.2675,-128.6642",1,
"17.6818,9.8717",1,5.0
"40.0554,72.6612",1,5.0
"53.6885,-117.8364",1,1.0
"-15.5996,79.5846",1,2.0
"86.2817,-109.8301",1,
"72.4780,171.4718",1,5.0
"-15.2148,19.1601",1,1.0
"55.5886,137.0053",1,4.0
"-89.7187,-78.7970",1,2.0
"-24.6044,87.6696",1,5.0
"-44.2143,155.2308",1,4.0
"75.8733,66.4601",1,
"61.4619,-148.4685",1,3.0
"0.8411,-79.4444",1,4.0
"-3.9342,153.0415",1,1.0
"-71.7929,15.7783",1,
"-56.4012,105.3021",1,5.0
"-39.8480,-114.8550",1,3.0
"53.2817,64.3850",1,2.0
"52.0704,-165.2705",1,2.0
"-50.9199,-15.9142",1,4.0
"83.9535,134.8820",1,1.0
"34.7724,-152.5193",1,3.0
"57.4825,-157.3388",1,1.0
"15.3051,164.2562",1,5.0
"-85.2625,36.9216",1,5.0
"56.6981,1.5516",1,3.0
"85.5769,0.9176",1,1.0
"-23.5621,-166.2679",1,3.0
"-4.8944,174.4569",1,1.0
"72.0929,38.6368",1,1.0
"-13.7578,-3.9394",1,4.0
"62.5405,19.4852",1,5.0
"14.9755,-116.5295",1,1.0
"-86.7258,-47.9710",1,3.0
"84.0053,67.8553",1,5.0
"19.5030,-13.9730",1,1.0
"42.7215,174.4058",1,1.0
"78.3569,162.9953",1,5.0
"-51.2111,-85.5124",1,
"33.6993,94.6092",1,4.0
"-29.3769,163.5048",1,3.0
"88.7340,-130.3137",1,4.0
"57.8464,140.4062",1,2.0
"61.3934,-32.4332",1,4.0
"-14.0602,-77.4882",1,1.0
"-10.2141,-109.9224",1,
"-73.6975,-64.5627",1,4.0
"-62.1310,-25.7287",1,2.0
"-77.3664,-92.9453",1,2.0
"63.1126,157.3659",1,5.0
"-16.2020,179.5499",1,5.0
"-75.5273,-57.3905",1,5.0
"-73.3476,-117.7595",1,5.0
"-84.1950,-133.9804",1,3.0
"7.6623,-10.2599",1,5.0
"-84.3040,-82.8012",1,2.0
"-32.5633,118.5052",1,3.0
"-49.1367,-13.8055",1,
"40.9988,32.2776",1,4.0
"67.0053,-136.2362",1,2.0
"78.4434,-166.5402",1,1.0
"79.2009,-96.1130",1,4.0
"78.2831,-139.8311",1,3.0
"30.3508,-45.5033",1,5.0
"-17.0311,-134.1997",1,2.0
"22.8206,-129.4507",1,5.0
"-41.0463,-172.3973",1,
"66.3559,79.5687",1,5.0
"40.1039,109.1484",1,4.0
"10.7033,-37.0744",1,2.0
"-84.0157,-127.6608",1,3.0
"-78.1244,-108.6139",1,3.0
"-16.4267,160.3691",1,2.0
"-18.1221,48.7638",1,2.0
"18.7964,173.1951",1,4.0
"52.8352,-46.9460",1,3.0
"0.1239,-69.1976",1,5.0
"67.0003,24.6433",1,2.0
"29.9144,29.6326",1,2.0
"-6.4475,144.2900",1,1.0
"-85.5958,30.9496",1,
"44.5450,-62.2852",1,
"63.1928,121.0578",1,1.0
"-0.0160,38.3087",1,3.0
"40.3001,170.7914",1,4.0
"63.9410,29.1039",1,1.0
"12.7203,-161.3417",1,1.0
"-12.4119,142.5459",1,1.0
"55.7701,52.7866",1,5.0
"-86.6627,154.7215",1,5.0
"7.5373,-77.6410",1,2.0
"-37.6326,128.3207",1,1.0
"-25.6680,38.2534",1,2.0
"44.5254,61.2354",1,1.0
"83.7861,-80.2880",1,2.0
"-76.1013,-45.5757",1,1.0
"-84.0443,23.9306",1,4.0
"31.5479,42.4994",1,3.0
"17.4122,27.8880",1,2.0
"-55.3704,-146.6852",1,5.0
"75.3242,-145.4181",1,3.0
"-62.6467,6.3123",1,1.0
"-46.5112,70.3866",1,1.0
"-16.0037,10.9599",1,
"26.7094,-17.0414",1,3.0
"-81.3708,-15.2991",1,2.0
"39.9392,-104.7702",1,
"18.3777,30.0940",1,3.0
"69.7170,33.9441",1,4.0
"6.1135,22.1383",1,4.0
"-54.8786,10.3993",1,5.0
"-77.2337,-68.5854",1,4.0
"-55.3910,15.9576",1,1.0
"23.6754,138.4836",1,3.0
"-6.9838,96.9201",1,1.0
"-34.8028,-153.9470",1,4.0
"-10.3991,103.4875",1,1.0
"69.6244,112.5362",1,5.0
"-75.2335,70.6001",1,
"37.3701,-88.7817",1,3.0
"-65.9410,-94.3412",1,
"-23.0981,128.5256",1,5.0
"0.9601,-11.6162",1,3.0
"-59.4113,-18.9062",1,1.0
"-84.9028,157.8765",1,
"-80.8793,-113.2355",1,4.0
"-23.3950,133.8288",1,5.0
"3.1502,73.6625",1,4.0
"69.9735,-141.4222",1,5.0
"-56.2112,-158.0028",1,5.0
"-35.8850,37.9359",1,
"-57.9739,-100.6357",1,1.0
"1.2064,-24.5824",1,
"57.7055,-174.2429",1,
"85.5022,4.5990",1,4.0
"37.4622,-58.6329",1,5.0
